concept,cogid,form_a,form_b,seg_a,seg_b,differing_features
forest,18744,sɛlβa,fluɾɛʃtɐ,s,f,"cor,lab"
forest,18744,sɛlβa,fluɾɛʃtɐ,β,t,"cont,voi,cor,lab"
forge,18784,fɾaɣwa,fɔɾʒɐ,w,ʒ,"cor,lab,back,round,strid,hi,son"
forge,18784,fɾaɣwa,fɔɾʒɐ,ɣ,ɾ,"ant,cor,back,hi,lo,son"
forget,18805,olβiðaɾ,skwɨsɛɾsɨ,l,k,"cont,voi,ant,cor,back,hi,son"
forget,18805,olβiðaɾ,skwɨsɛɾsɨ,ð,s,"voi,strid"
forget,18805,olβiðaɾ,skwɨsɛɾsɨ,β,w,"ant,back,round,hi,son"
forgive,18854,pɛɾðonaɾ,pɨɾduaɾ,ð,d,cont
forkedbranch,18922,rama+βifuɾkaða,ʁɐmɐ+bifuɾkadɐ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
forkedbranch,18922,rama+βifuɾkaða,ʁɐmɐ+bifuɾkadɐ,ð,d,cont
forkedbranch,18922,rama+βifuɾkaða,ʁɐmɐ+bifuɾkadɐ,β,b,cont
fortress,18958,foɾtaleθa,foɾtɐlɛzɐ,θ,z,"voi,strid"
fortress,18958,kastiʎo,foɾtɐlɛzɐ,k,f,"cont,ant,lab,back,strid,hi"
fortress,18958,kastiʎo,foɾtɐlɛzɐ,s,ɾ,"voi,strid,hi,lo,son"
fortress,18958,kastiʎo,foɾtɐlɛzɐ,ʎ,l,"ant,hi"
fox,19092,θoro,ʁɐpɔzɐ,r,z,"strid,hi,lo,son"
fox,19092,θoro,ʁɐpɔzɐ,θ,p,"cont,cor,lab"
fragrant,19145,fɾaɣante,fɾɐgɐ̃tɨ,ɣ,g,cont
fragrant,19145,fɾaɣante,ʃɐiɾɔzu,f,ʃ,"ant,cor,lab"
fragrant,19145,fɾaɣante,ʃɐiɾɔzu,t,z,"cont,voi,strid"
fragrant,19145,fɾaɣante,ʃɐiɾɔzu,ɣ,ɾ,"ant,cor,back,hi,lo,son"
freeman,19188,ombɾe+liβɾe,ɔmɐ̃ĩ+livɾɨ,β,v,strid
friday,19259,bjɛɾnes,sɨʃtɐfɐiɾɐ,b,s,"cont,voi,cor,lab,strid"
friday,19259,bjɛɾnes,sɨʃtɐfɐiɾɐ,s,ɾ,"voi,strid,hi,lo,son"
friday,19259,bjɛɾnes,sɨʃtɐfɐiɾɐ,ɾ,t,"cont,voi,hi,lo,son"
friend,19338,amiɣo,ɐmigu,ɣ,g,cont
furrow,19633,suɾko,sulˠku,ɾ,lˠ,"hi,lo"
garden,19684,wɛɾto,ʒɐɾdĩ,t,d,voi
garden,19684,wɛɾto,ʒɐɾdĩ,w,ʒ,"cor,lab,back,round,strid,hi,son"
gardenhouse,19720,kasa+ðe+wɛɾta,kazɐ+dɨ+ʒɐɾdĩ,s,z,voi
gardenhouse,19720,kasa+ðe+wɛɾta,kazɐ+dɨ+ʒɐɾdĩ,t,d,voi
gardenhouse,19720,kasa+ðe+wɛɾta,kazɐ+dɨ+ʒɐɾdĩ,w,ʒ,"cor,lab,back,round,strid,hi,son"
gardenhouse,19720,kasa+ðe+wɛɾta,kazɐ+dɨ+ʒɐɾdĩ,ð,d,cont
gather,19768,rekoxɛɾ,kulɨsjunaɾ,k,j,"cont,voi,back,son"
gather,19768,rekoxɛɾ,kulɨsjunaɾ,r,l,"hi,lo"
gather,19768,rekoxɛɾ,kulɨsjunaɾ,x,n,"cont,voi,nas,ant,cor,back,hi,son"
gather,19768,rekoxɛɾ,ʁeuniɾ,k,ʁ,"cont,voi,strid,hi"
gather,19768,rekoxɛɾ,ʁeuniɾ,x,n,"cont,voi,nas,ant,cor,back,hi,son"
get,19825,oβtenɛɾ,kõsɨgiɾ,n,g,"nas,ant,cor,back,hi,son"
get,19825,oβtenɛɾ,kõsɨgiɾ,t,s,"cont,strid"
ghost,19903,fantasma,fɐ̃taʒmɐ,s,ʒ,"voi,ant"
gill,19958,aɣaʎa,bɾɐ̃kiɐ,ɣ,ɾ,"ant,cor,back,hi,lo,son"
gill,19958,aɣaʎa,gwɛlˠʁɐ,ɣ,w,"lab,round,son"
gill,19958,aɣaʎa,gwɛlˠʁɐ,ʎ,lˠ,ant
giveback,20078,deβolβɛɾ,dɨvɔlˠveɾ,l,lˠ,hi
giveback,20078,deβolβɛɾ,dɨvɔlˠveɾ,β,v,strid
giveback,20078,deβolβɛɾ,dɨvɔlˠveɾ,β,v,strid
glass,20119,biðɾjo,vidɾu,b,v,"cont,strid"
glass,20119,biðɾjo,vidɾu,ð,d,cont
glove,20157,gwante,luvɐ,g,l,"cont,ant,cor,back,hi,son"
glove,20157,gwante,luvɐ,t,v,"cont,voi,cor,lab,strid"
glue,20169,aðesiβo,kɔlɐ,s,l,"voi,strid,son"
glue,20169,aðesiβo,kɔlɐ,ð,k,"cont,voi,ant,cor,back,hi"
goat,20265,kaβɾa,kabɾɐ,β,b,cont
god,20266,djos,deuʃ,s,ʃ,ant
godowndescend,20289,baxaɾ,bɐiʃaɾ,x,ʃ,"cor,back,strid,hi"
godowndescend,20289,baxaɾ,dɨʃseɾ,b,d,"cor,lab"
godowndescend,20289,baxaɾ,dɨʃseɾ,x,ʃ,"cor,back,strid,hi"
godowndescend,20289,desendɛɾ,bɐiʃaɾ,d,b,"cor,lab"
godowndescend,20289,desendɛɾ,bɐiʃaɾ,s,ʃ,ant
godowndescend,20289,desendɛɾ,dɨʃseɾ,d,s,"cont,voi,strid"
godowndescend,20289,desendɛɾ,dɨʃseɾ,s,ʃ,ant
goiter,20330,boθjo,papu,b,p,voi
goiter,20330,boθjo,papu,θ,p,"cont,cor,lab"
goiter,20330,boθjo,pɐpɐiɾɐ,b,p,voi
goiter,20330,boθjo,pɐpɐiɾɐ,j,ɾ,"ant,cor,hi,lo"
goiter,20330,boθjo,pɐpɐiɾɐ,θ,p,"cont,cor,lab"
grape,20790,uβa,uvɐ,β,v,strid
grass,20846,ɟʝɛɾβa,ɛɾvɐ,β,v,strid
grasshopper,20902,saltamontes,gɐfɐɲɔtu,m,ɲ,"ant,lab,hi"
grasshopper,20902,saltamontes,gɐfɐɲɔtu,s,g,"cont,voi,ant,cor,back,strid,hi"
grasshopper,20902,saltamontes,gɐfɐɲɔtu,t,f,"cont,cor,lab,strid"
grassskirt,20930,falda+ðe+ʝɛɾβas,saiɐ+dɨ+paʎɐ,f,s,"cor,lab"
grassskirt,20930,falda+ðe+ʝɛɾβas,saiɐ+dɨ+paʎɐ,ð,d,cont
grassskirt,20930,falda+ðe+ʝɛɾβas,saiɐ+dɨ+paʎɐ,ɾ,ʎ,"ant,hi,lo"
grassskirt,20930,falda+ðe+ʝɛɾβas,saiɐ+dɨ+paʎɐ,ʝ,p,"cont,voi,ant,lab,hi"
greedy,21000,boɾaθ,kubisɔzu,ɾ,s,"voi,strid,hi,lo,son"
greedy,21000,boɾaθ,kubisɔzu,θ,z,"voi,strid"
greedy,21000,koðiθjoso,kubisɔzu,s,z,voi
greedy,21000,koðiθjoso,kubisɔzu,ð,b,"cont,cor,lab"
greedy,21000,koðiθjoso,kubisɔzu,θ,s,strid
green,21014,bɛɾðe,vɛɾdɨ,b,v,"cont,strid"
green,21014,bɛɾðe,vɛɾdɨ,ð,d,cont
grief,21092,tɾisteθa,doɾ,t,d,voi
grief,21092,tɾisteθa,doɾ,θ,ɾ,"voi,hi,lo,son"
grief,21092,tɾisteθa,tɾiʃtɛzɐ,s,ʃ,ant
grief,21092,tɾisteθa,tɾiʃtɛzɐ,θ,z,"voi,strid"
grind,21155,aplastaɾ,mueɾ,p,m,"voi,nas,son"
grind,21155,aplastaɾ,ʒmɐgaɾ,l,m,"cont,nas,cor,lab"
grind,21155,aplastaɾ,ʒmɐgaɾ,p,ʒ,"cont,voi,ant,cor,lab,strid"
grind,21155,aplastaɾ,ʒmɐgaɾ,t,g,"voi,ant,cor,back,hi"
grind,21155,molɛɾ,ʒmɐgaɾ,l,g,"cont,ant,cor,back,hi,son"
groan,21185,xemiɾ,ʒɨmeɾ,x,ʒ,"voi,cor,back,strid,hi"
guard,21314,gwaɾðja,sẽtinɛlɐ,g,s,"cont,voi,ant,cor,back,strid,hi"
guard,21314,gwaɾðja,sẽtinɛlɐ,j,l,"ant,cor,hi"
guard,21314,gwaɾðja,sẽtinɛlɐ,ɾ,n,"cont,nas,hi,lo"
guard,21314,θentinela,sẽtinɛlɐ,θ,s,strid
guess,21321,aðiβinaɾ,kõʒɨtuɾaɾ,n,ɾ,"cont,nas,hi,lo"
guess,21321,aðiβinaɾ,kõʒɨtuɾaɾ,ð,ʒ,"ant,strid"
guess,21321,aðiβinaɾ,kõʒɨtuɾaɾ,β,t,"cont,voi,cor,lab"
guess,21321,aðiβinaɾ,ɐdiviɲaɾ,n,ɲ,"ant,cor,hi"
guess,21321,aðiβinaɾ,ɐdiviɲaɾ,ð,d,cont
guess,21321,aðiβinaɾ,ɐdiviɲaɾ,β,v,strid
guess,21321,aθɛɾtaɾ,kõʒɨtuɾaɾ,t,ɾ,"cont,voi,hi,lo,son"
guess,21321,aθɛɾtaɾ,kõʒɨtuɾaɾ,ɾ,t,"cont,voi,hi,lo,son"
guess,21321,aθɛɾtaɾ,kõʒɨtuɾaɾ,θ,ʒ,"voi,ant,strid"
guess,21321,aθɛɾtaɾ,ɐdiviɲaɾ,t,ɲ,"voi,nas,ant,cor,hi,son"
guess,21321,aθɛɾtaɾ,ɐdiviɲaɾ,ɾ,v,"cor,lab,strid,hi,lo,son"
guess,21321,aθɛɾtaɾ,ɐdiviɲaɾ,θ,d,"cont,voi"
guest,21348,imbitaðo,kõvidadu,b,v,"cont,strid"
guest,21348,imbitaðo,kõvidadu,t,d,voi
guest,21348,imbitaðo,kõvidadu,ð,d,cont
guest,21348,imbitaðo,ɔʃpɨdɨ,b,p,voi
guest,21348,imbitaðo,ɔʃpɨdɨ,m,ʃ,"cont,voi,nas,ant,cor,lab,strid,son"
guest,21348,imbitaðo,ɔʃpɨdɨ,t,d,voi
hairbody,21495,beʎo,kɐbɛlu,ʎ,l,"ant,hi"
hairbody,21495,beʎo,pelu,b,p,voi
hairbody,21495,beʎo,pelu,ʎ,l,"ant,hi"
hairhead,21498,kaβeʎo,kɐbɛlu,ʎ,l,"ant,hi"
hairhead,21498,kaβeʎo,kɐbɛlu,β,b,cont
hairhead,21498,pelo,kɐbɛlu,p,b,voi
half,21537,mitað,mɨtadɨ,ð,d,cont
hammer,21607,maɾtiʎo,mɐɾtɛlu,ʎ,l,"ant,hi"
happy,21793,aleɣɾe,fɨliʃ,l,f,"voi,cor,lab,strid,son"
happy,21793,aleɣɾe,fɨliʃ,ɣ,l,"ant,cor,back,hi,son"
happy,21793,aleɣɾe,kõtẽtɨ,ɾ,t,"cont,voi,hi,lo,son"
happy,21793,aleɣɾe,ɐlɛgɾɨ,ɣ,g,cont
happy,21793,feliθ,fɨliʃ,θ,ʃ,"ant,strid"
happy,21793,feliθ,kõtẽtɨ,f,k,"cont,ant,lab,back,strid,hi"
happy,21793,feliθ,kõtẽtɨ,l,t,"cont,voi,son"
happy,21793,feliθ,kõtẽtɨ,θ,t,cont
happy,21793,feliθ,ɐlɛgɾɨ,f,l,"voi,cor,lab,strid,son"
happy,21793,feliθ,ɐlɛgɾɨ,l,g,"cont,ant,cor,back,hi,son"
happy,21793,kontento,fɨliʃ,k,f,"cont,ant,lab,back,strid,hi"
happy,21793,kontento,fɨliʃ,n,l,"cont,nas"
happy,21793,kontento,fɨliʃ,t,ʃ,"cont,ant,strid"
happy,21793,kontento,ɐlɛgɾɨ,n,g,"nas,ant,cor,back,hi,son"
happy,21793,kontento,ɐlɛgɾɨ,n,l,"cont,nas"
happy,21793,kontento,ɐlɛgɾɨ,t,ɾ,"cont,voi,hi,lo,son"
harvest,21955,kosetʃa,kuʎɐitɐ,s,ʎ,"voi,ant,strid,hi,son"
harvest,21955,sjeɣa,kuʎɐitɐ,s,k,"cont,ant,cor,back,strid,hi"
harvest,21955,sjeɣa,kuʎɐitɐ,ɣ,t,"cont,voi,ant,cor,back,hi"
hate,21973,oðjaɾ,odjaɾ,ð,d,cont
hawk,22033,alkon,falˠkɐ̃ũ,k,lˠ,"cont,voi,ant,cor,back,son"
hawk,22033,gaβilan,falˠkɐ̃ũ,l,lˠ,hi
hawk,22033,gaβilan,falˠkɐ̃ũ,β,f,"voi,strid"
hay,22052,eno,paʎɐ,n,ʎ,"cont,nas,ant,hi"
hay,22052,paxa,fɛnu,p,f,"cont,strid"
hay,22052,paxa,fɛnu,x,n,"cont,voi,nas,ant,cor,back,hi,son"
hay,22052,paxa,paʎɐ,x,ʎ,"voi,cor,back,son"
head,22091,kaβeθa,kɐbɛsɐ,β,b,cont
head,22091,kaβeθa,kɐbɛsɐ,θ,s,strid
headgear,22180,goro,boinɐ,g,b,"ant,lab,back,hi"
headgear,22180,goro,boinɐ,r,n,"cont,nas,hi,lo"
headgear,22180,goro,gɔʁu,r,ʁ,"ant,cor,back,strid,hi,lo,son"
headgear,22180,goro,ʃɐpɛu,g,ʃ,"cont,voi,cor,back,strid,hi"
headgear,22180,goro,ʃɐpɛu,r,p,"cont,voi,cor,lab,hi,lo,son"
headgear,22180,sombɾɛɾo,boinɐ,ɾ,n,"cont,nas,hi,lo"
headgear,22180,sombɾɛɾo,gɔʁu,b,ʁ,"cont,ant,lab,back,strid"
headgear,22180,sombɾɛɾo,gɔʁu,s,g,"cont,voi,ant,cor,back,strid,hi"
headgear,22180,sombɾɛɾo,ʃɐpɛu,b,p,voi
headgear,22180,sombɾɛɾo,ʃɐpɛu,s,ʃ,ant
helmet,22505,ɟʝɛlmo,ɛlˠmu,l,lˠ,hi
help,22550,aʝuðaɾ,ɐʒudaɾ,ð,d,cont
help,22550,aʝuðaɾ,ɐʒudaɾ,ʝ,ʒ,"cor,strid,hi"
hen,22602,gaʎina,gɐliɲɐ,n,ɲ,"ant,cor,hi"
hen,22602,gaʎina,gɐliɲɐ,ʎ,l,"ant,hi"
heorsheorit,22604,eʎa,elɨ,ʎ,l,"ant,hi"
heorsheorit,22604,eʎa,ɛlɐ,ʎ,l,"ant,hi"
heorsheorit,22604,eʎo,elɨ,ʎ,l,"ant,hi"
heorsheorit,22604,eʎo,ɛlɐ,ʎ,l,"ant,hi"
herdsman,22645,bakɛɾo,pɐʃtoɾ,b,p,voi
herdsman,22645,bakɛɾo,pɐʃtoɾ,k,ʃ,"cont,cor,back,strid,hi"
herdsman,22645,pastoɾ,pɐʃtoɾ,s,ʃ,ant
high,22828,eleβaðo,ilɨvadu,ð,d,cont
high,22828,eleβaðo,ilɨvadu,β,v,strid
hightide,22868,pleamaɾ,pɾiɐmaɾ,l,ɾ,"hi,lo"
hightide,22868,pleamaɾ,pɾɐiɐmaɾ,l,ɾ,"hi,lo"
hinderorprevent,22955,ɛstoɾβaɾ,ʃtuɾvaɾ,s,ʃ,ant
hinderorprevent,22955,ɛstoɾβaɾ,ʃtuɾvaɾ,β,v,strid
hinderorprevent,22966,impeðiɾ,ĩpɨdiɾ,ð,d,cont
hip,22968,kaðɛɾa,ɐ̃kɐ,ð,k,"cont,voi,ant,cor,back,hi"
hireorrent,23008,alkilaɾ,ɐlugaɾ,l,g,"cont,ant,cor,back,hi,son"
holy,23193,santo,sɐgɾadu,n,ɾ,"cont,nas,hi,lo"
holy,23193,santo,sɐgɾadu,t,d,voi
holy,23193,saɣɾaðo,sɐgɾadu,ð,d,cont
holy,23193,saɣɾaðo,sɐgɾadu,ɣ,g,cont
holy,23193,saɣɾaðo,sɐ̃tu,ð,t,"cont,voi"
honey,23220,mjɛl,mɛlˠ,l,lˠ,hi
hook,23235,gantʃo,gɐ̃ʃu,n,ʃ,"cont,voi,nas,ant,strid,son"
hope,23276,ɛspɛɾanθa,ʃpɨɾɐ̃sɐ,s,ʃ,ant
hope,23276,ɛspɛɾanθa,ʃpɨɾɐ̃sɐ,θ,s,strid
horse,23350,kaβaʎo,kɐvalu,ʎ,l,"ant,hi"
horse,23350,kaβaʎo,kɐvalu,β,v,strid
host,23384,ospeðɛɾo,oʃpɨdɐiɾu,s,ʃ,ant
host,23384,ospeðɛɾo,oʃpɨdɐiɾu,ð,d,cont
host,23384,ospeðɛɾo,ɐ̃fitɾiɐ̃ũ,p,f,"cont,strid"
host,23384,ospeðɛɾo,ɐ̃fitɾiɐ̃ũ,ð,t,"cont,voi"
host,23384,wɛspɛð,oʃpɨdɐiɾu,s,p,"cont,cor,lab,strid"
host,23384,wɛspɛð,oʃpɨdɐiɾu,ð,ɾ,"hi,lo,son"
host,23384,wɛspɛð,ɐ̃fitɾiɐ̃ũ,p,t,"cor,lab"
house,23494,kasa,kazɐ,s,z,voi
howmanypieces,23672,kwantos,kwɐ̃tuʃ,s,ʃ,ant
hunt,23749,kaθaɾ,kɐsaɾ,θ,s,strid
husband,23857,maɾiðo,mɐɾidu,ð,d,cont
husband,23857,ɛsposo,mɐɾidu,p,ɾ,"cont,voi,cor,lab,hi,lo,son"
husband,23857,ɛsposo,mɐɾidu,s,d,"cont,voi,strid"
hut,23908,kaβaɲa,kɐbɐnɐ,ɲ,n,"ant,cor,hi"
hut,23908,kaβaɲa,kɐbɐnɐ,β,b,cont
hut,23908,tʃoθa,kɐbɐnɐ,θ,n,"cont,voi,nas,son"
ice,23962,ɟʝelo,ʒɛlu,ʝ,ʒ,"cor,strid,hi"
idol,24055,iðolo,idulu,ð,d,cont
innocent,24336,inoθente,inusẽtɨ,θ,s,strid
intestines,24475,intɛstinos,ĩtɨʃtinuʃ,s,ʃ,ant
intestines,24475,intɛstinos,ĩtɨʃtinuʃ,s,ʃ,ant
intestines,24475,tɾipas,ĩtɨʃtinuʃ,p,n,"voi,nas,cor,lab,son"
intestines,24475,tɾipas,ĩtɨʃtinuʃ,s,ʃ,ant
intestines,24475,tɾipas,ĩtɨʃtinuʃ,ɾ,t,"cont,voi,hi,lo,son"
iron,24566,ɟʝɛro,fɛʁu,r,ʁ,"ant,cor,back,strid,hi,lo,son"
iron,24566,ɟʝɛro,fɛʁu,ʝ,f,"voi,ant,lab,strid,hi"
island,24626,isla,iʎɐ,l,ʎ,"ant,hi"
itch,24670,komeθon,kumiʃɐ̃ũ,θ,ʃ,"ant,strid"
itch,24670,komeθon,kusɐiɾɐ,m,s,"cont,voi,nas,cor,lab,strid,son"
itch,24670,komeθon,kusɐiɾɐ,θ,ɾ,"voi,hi,lo,son"
jaw,24702,mandiβula,mɐksilɐ,d,s,"cont,voi,strid"
jaw,24702,mandiβula,mɐksilɐ,n,k,"voi,nas,ant,cor,back,hi,son"
judge,24888,xwɛθ,ʒuiʃ,x,ʒ,"voi,cor,back,strid,hi"
judge,24888,xwɛθ,ʒuiʃ,θ,ʃ,"ant,strid"
jump,24974,saltaɾ,salˠtaɾ,l,lˠ,hi
keep,25024,konsɛɾβaɾ,kõsɨɾvaɾ,β,v,strid
keep,25024,rɛtenɛɾ,kõsɨɾvaɾ,n,ɾ,"cont,nas,hi,lo"
keep,25024,rɛtenɛɾ,kõsɨɾvaɾ,r,k,"cont,voi,ant,cor,back,hi,lo,son"
keep,25024,rɛtenɛɾ,kõsɨɾvaɾ,t,s,"cont,strid"
keep,25039,gwaɾðaɾ,gwɐɾdaɾ,ð,d,cont
kettle,25103,kaldɛɾa,ʃɐlɐiɾɐ,k,ʃ,"cont,cor,back,strid,hi"
key,25155,ʎaβe,ʃavɨ,ʎ,ʃ,"voi,strid,hi,son"
key,25155,ʎaβe,ʃavɨ,β,v,strid
kick,25174,pateaɾ,ʃutaɾ,p,ʃ,"cont,ant,cor,lab,strid"
king,25305,goβɛɾnante,guvɨɾnɐ̃tɨ,β,v,strid
kiss,25363,besaɾ,bɐiʒaɾ,s,ʒ,"voi,ant"
knee,25417,roðiʎa,ʒuɐʎu,r,ʒ,"ant,strid,hi,lo,son"
kneel,25456,aroðiʎaɾse,ɐʒuɨʎaɾ,r,ʒ,"ant,strid,hi,lo,son"
knife,25480,kutʃiʎo,fakɐ,k,f,"cont,ant,lab,back,strid,hi"
knife,25480,kutʃiʎo,fakɐ,ʎ,k,"cont,voi,cor,back,son"
knowsomething,25645,konoθɛɾ,sɐbeɾ,n,s,"cont,voi,nas,strid,son"
knowsomething,25645,konoθɛɾ,sɐbeɾ,θ,b,"cont,voi,cor,lab"
knowsomething,25645,saβɛɾ,sɐbeɾ,β,b,cont
lagoon,25748,laɣuna,lɐgunɐ,ɣ,g,cont
lake,25773,laɣo,lagu,ɣ,g,cont
lamb,25836,boreɣo,kuɾdɐiɾu,b,k,"voi,ant,lab,back,hi"
lamb,25836,boreɣo,kuɾdɐiɾu,r,ɾ,
lamb,25836,boreɣo,kuɾdɐiɾu,ɣ,ɾ,"ant,cor,back,hi,lo,son"
lamb,25836,koɾðɛɾo,kuɾdɐiɾu,ð,d,cont
land,25877,tjɛra,tɨʁenu,r,n,"cont,nas,hi,lo"
landdescend,25902,desembaɾkaɾ,dɨzẽbɐɾkaɾ,s,z,voi
lastendure,25982,duɾaɾ,supoɾtaɾ,d,s,"cont,voi,strid"
lastfinal,26017,ultimo,ulˠtimu,l,lˠ,hi
lazy,26222,floxo,pɾɨgjsɔzu,f,p,"cont,strid"
lazy,26222,floxo,pɾɨgjsɔzu,l,ɾ,"hi,lo"
lazy,26222,floxo,pɾɨgjsɔzu,x,g,"cont,voi"
lazy,26222,pɛɾeθoso,pɾɨgjsɔzu,s,z,voi
lazy,26222,pɛɾeθoso,pɾɨgjsɔzu,ɾ,g,"cont,ant,cor,back,hi,lo,son"
lazy,26222,pɛɾeθoso,pɾɨgjsɔzu,θ,s,strid
leadchemicalelement,26251,plomo,ʃũbu,l,ʃ,"voi,ant,strid,son"
leadchemicalelement,26251,plomo,ʃũbu,m,b,"nas,son"
leadguide,26288,gjaɾ,kõduziɾ,g,k,voi
leadguide,26288,konduθiɾ,gjaɾ,k,g,voi
leadguide,26288,konduθiɾ,kõduziɾ,θ,z,"voi,strid"
leaf,26338,oxa,fɔʎɐ,x,ʎ,"voi,cor,back,son"
leather,26475,pjɛl,koɾu,p,k,"ant,lab,back,hi"
leave,26560,maɾtʃaɾse,pɐɾtiɾ,m,p,"voi,nas,son"
leave,26560,maɾtʃaɾse,pɐɾtiɾ,ɾ,t,"cont,voi,hi,lo,son"
left,26590,iθkjɛɾða,skwɛɾdɐ,j,w,"lab,back,round"
left,26590,iθkjɛɾða,skwɛɾdɐ,ð,d,cont
left,26590,iθkjɛɾða,skwɛɾdɐ,θ,s,strid
leg,26644,pata,pɛɾnɐ,t,n,"voi,nas,son"
lend,26688,pɾɛstaɾ,ẽpɾɨʃtaɾ,s,ʃ,ant
letgoorsetfree,26728,laɾɣaɾ,lɐɾgaɾ,ɣ,g,cont
letgoorsetfree,26738,soltaɾ,sɔlˠtaɾ,l,lˠ,hi
lick,26792,lamɛɾ,lɐ̃beɾ,m,b,"nas,son"
lift,26976,leβantaɾ,lɨvɐ̃taɾ,β,v,strid
lightignite,27033,enθendɛɾ,ɐsẽdeɾ,θ,s,strid
lightning,27094,relampaɣo,ʁɨlɐ̃pɐgu,r,ʁ,"ant,cor,back,strid,hi,lo,son"
lightning,27094,relampaɣo,ʁɨlɐ̃pɐgu,ɣ,g,cont
lightweight,27166,lixɛɾo,lɛvɨ,ɾ,v,"cor,lab,strid,hi,lo,son"
lightweight,27166,liβjano,lɛvɨ,β,v,strid
limp,27241,lisjaɾ,kuʃiaɾ,l,k,"cont,voi,ant,cor,back,hi,son"
limp,27241,lisjaɾ,kuʃiaɾ,s,ʃ,ant
line,27262,linea,liɲɐ,n,ɲ,"ant,cor,hi"
lip,27311,laβjo,labju,β,b,cont
livestock,27450,ganaðo,gadu,ð,d,cont
lizard,27472,laɣaɾtixa,lɐgaɾtu,ɣ,g,cont
lock,27548,θɛraðuɾa,fɨʃɐduɾɐ,r,ʃ,"voi,ant,strid,hi,lo,son"
lock,27548,θɛraðuɾa,fɨʃɐduɾɐ,ð,d,cont
lock,27548,θɛraðuɾa,fɨʃɐduɾɐ,θ,f,"cor,lab,strid"
long,27605,laɾɣo,kõpɾidu,l,k,"cont,voi,ant,cor,back,hi,son"
long,27605,laɾɣo,kõpɾidu,ɣ,d,"cont,ant,cor,back,hi"
look,27665,miɾaɾ,fitaɾ,m,f,"cont,voi,nas,strid,son"
look,27665,miɾaɾ,fitaɾ,ɾ,t,"cont,voi,hi,lo,son"
loud,27791,rwiðoso,bɐɾuʎẽtu,r,b,"cont,cor,lab,hi,lo,son"
loud,27791,rwiðoso,bɐɾuʎẽtu,s,t,"cont,strid"
loud,27791,rwiðoso,bɐɾuʎẽtu,ð,ʎ,"ant,hi,son"
loud,27791,rwiðoso,ʁuidɔzu,s,z,voi
loud,27791,rwiðoso,ʁuidɔzu,w,ʁ,"lab,round,strid,hi,son"
loud,27791,rwiðoso,ʁuidɔzu,ð,d,cont
louse,27827,pjoxo,pjɔʎu,x,ʎ,"voi,cor,back,son"
lunch,27985,almwɛɾθo,alˠmɔsu,l,lˠ,hi
lunch,27985,almwɛɾθo,alˠmɔsu,θ,s,strid
mad,28019,insano,loku,n,k,"voi,nas,ant,cor,back,hi,son"
mad,28019,insano,loku,n,l,"cont,nas"
mad,28019,insano,mɐluku,n,k,"voi,nas,ant,cor,back,hi,son"
mad,28019,insano,mɐluku,s,l,"voi,strid,son"
magician,28096,bɾuxa,bɾuʃu,x,ʃ,"cor,back,strid,hi"
magician,28096,bɾuxa,bɾuʃɐ,x,ʃ,"cor,back,strid,hi"
magician,28096,bɾuxa,fɐitisɐiɾu,b,f,"cont,voi,strid"
magician,28096,bɾuxa,fɐitisɐiɾu,x,s,"ant,cor,back,strid,hi"
magician,28096,bɾuxa,fɐitisɐiɾu,ɾ,t,"cont,voi,hi,lo,son"
magician,28096,bɾuxo,bɾuʃu,x,ʃ,"cor,back,strid,hi"
magician,28096,bɾuxo,bɾuʃɐ,x,ʃ,"cor,back,strid,hi"
magician,28096,bɾuxo,fɐitisɐiɾu,b,f,"cont,voi,strid"
magician,28096,bɾuxo,fɐitisɐiɾu,x,s,"ant,cor,back,strid,hi"
magician,28096,bɾuxo,fɐitisɐiɾu,ɾ,t,"cont,voi,hi,lo,son"
magician,28096,etʃiθɛɾo,bɾuʃu,ɾ,ʃ,"voi,ant,strid,hi,lo,son"
magician,28096,etʃiθɛɾo,bɾuʃu,θ,ɾ,"voi,hi,lo,son"
magician,28096,etʃiθɛɾo,bɾuʃɐ,ɾ,ʃ,"voi,ant,strid,hi,lo,son"
magician,28096,etʃiθɛɾo,bɾuʃɐ,θ,ɾ,"voi,hi,lo,son"
magician,28096,etʃiθɛɾo,fɐitisɐiɾu,θ,s,strid
mainland,28132,tjɛra+fiɾme,tɛʁɐ+fiɾmɨ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
malegoat,28221,tʃiβo,bɔdɨ,β,d,"cont,cor,lab"
maleofanimal,28225,maskulino,mɐʃkulinu,s,ʃ,ant
manner,28335,moðo,mɐnɐiɾɐ,ð,n,"cont,nas,son"
mare,28421,ɟʝeɣwa,ɛgwɐ,ɣ,g,cont
market,28424,mɛɾkaðo,mɨɾkadu,ð,d,cont
marriageorwedding,28457,boða,kɐzɐmẽtu,b,k,"voi,ant,lab,back,hi"
marriageorwedding,28457,boða,kɐzɐmẽtu,ð,z,strid
marriageorwedding,28457,kasamjento,kɐzɐmẽtu,s,z,voi
mast,28547,mastil,maʃtɾu,s,ʃ,ant
master,28568,amo,dɔnu,m,n,"cor,lab"
master,28568,amo,pɐtɾɐ̃ũ,m,t,"voi,nas,cor,lab,son"
master,28568,amo,sɨɲɔɾ,m,ɲ,"ant,lab,hi"
master,28568,dweɲo,dɔnu,ɲ,n,"ant,cor,hi"
