concept,cogid,form_a,form_b,seg_a,seg_b,differing_features
strikeorbeat,45261,golpeaɾ,bɐteɾ,p,t,"cor,lab"
strikeorbeat,45261,golpeaɾ,gɔlˠpiaɾ,l,lˠ,hi
study,45428,ɛstuðjaɾ,ʃtudaɾ,s,ʃ,ant
study,45428,ɛstuðjaɾ,ʃtudaɾ,ð,d,cont
stupid,45460,neθjo,tɔlu,n,t,"voi,nas,son"
stupid,45460,neθjo,tɔlu,θ,l,"voi,son"
stutter,45553,balβuθeaɾ,gɐgwɨʒaɾ,b,g,"ant,lab,back,hi"
stutter,45553,balβuθeaɾ,gɐgwɨʒaɾ,l,g,"cont,ant,cor,back,hi,son"
stutter,45553,balβuθeaɾ,gɐgwɨʒaɾ,β,w,"ant,back,round,hi,son"
stutter,45553,balβuθeaɾ,gɐgwɨʒaɾ,θ,ʒ,"voi,ant,strid"
suck,45601,tʃupaɾ,sugaɾ,p,g,"voi,ant,lab,back,hi"
sugar,45658,aθukaɾ,ɐsukɐɾ,θ,s,strid
sugarcane,45670,kaɲa+ðe+aθukaɾ,kɐnɐ+dɨ+ɐsukɐɾ,ð,d,cont
sugarcane,45670,kaɲa+ðe+aθukaɾ,kɐnɐ+dɨ+ɐsukɐɾ,ɲ,n,"ant,cor,hi"
sugarcane,45670,kaɲa+ðe+aθukaɾ,kɐnɐ+dɨ+ɐsukɐɾ,θ,s,strid
summer,45673,bɛɾano,vɨɾɐ̃ũ,b,v,"cont,strid"
sun,45748,sol,sɔlˠ,l,lˠ,hi
surprised,45815,soɾpɾendiðo,suɾpɾɛzu,ð,z,strid
surprised,45815,soɾpɾendiðo,ʃpɐ̃tadu,d,t,voi
surprised,45815,soɾpɾendiðo,ʃpɐ̃tadu,s,ʃ,ant
surprised,45815,soɾpɾendiðo,ʃpɐ̃tadu,ð,d,cont
surprised,45815,ɛstupefakto,suɾpɾɛzu,f,ɾ,"voi,cor,lab,strid,hi,lo,son"
surprised,45815,ɛstupefakto,suɾpɾɛzu,p,ɾ,"cont,voi,cor,lab,hi,lo,son"
surprised,45815,ɛstupefakto,suɾpɾɛzu,t,z,"cont,voi,strid"
surprised,45815,ɛstupefakto,ʃpɐ̃tadu,f,t,"cont,cor,lab,strid"
surprised,45815,ɛstupefakto,ʃpɐ̃tadu,s,ʃ,ant
surprised,45815,ɛstupefakto,ʃpɐ̃tadu,t,d,voi
surrender,45839,rendiɾse,kɐpitulaɾ,d,t,voi
surrender,45839,rendiɾse,kɐpitulaɾ,n,p,"voi,nas,cor,lab,son"
surrender,45839,rendiɾse,kɐpitulaɾ,r,k,"cont,voi,ant,cor,back,hi,lo,son"
surrender,45839,rendiɾse,kɐpitulaɾ,ɾ,l,"hi,lo"
surrender,45839,rendiɾse,ʁẽdɛɾsɨ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
suspect,45851,sospetʃaɾ,suʃpɐitaɾ,s,ʃ,ant
swallow,45879,tɾaɣaɾ,tɾɐgaɾ,ɣ,g,cont
swallow,45879,tɾaɣaɾ,ẽguliɾ,ɣ,l,"ant,cor,back,hi,son"
swallow,45879,tɾaɣaɾ,ẽguliɾ,ɾ,g,"cont,ant,cor,back,hi,lo,son"
swim,46205,naðaɾ,nɐdaɾ,ð,d,cont
sword,46300,ɛspaða,ʃpadɐ,s,ʃ,ant
sword,46300,ɛspaða,ʃpadɐ,ð,d,cont
table,46325,mesa,mɛzɐ,s,z,voi
tastesomething,46613,saβoɾeaɾ,gɔʃtu,ɾ,ʃ,"voi,ant,strid,hi,lo,son"
tastesomething,46613,saβoɾeaɾ,gɔʃtu,β,g,"cont,ant,lab,back,hi"
tattoo,46651,tatwaxe,tɐtwaʒɐ̃ĩ,x,ʒ,"voi,cor,back,strid,hi"
tax,46670,tɾiβuto,taʃɐ,t,ʃ,"cont,ant,strid"
tax,46670,tɾiβuto,ĩpoʃtu,ɾ,p,"cont,voi,cor,lab,hi,lo,son"
tax,46670,tɾiβuto,ĩpoʃtu,β,ʃ,"voi,ant,cor,lab,strid"
teacher,46789,maɛstɾo,pɾufɨsɔɾ,m,p,"voi,nas,son"
teacher,46789,maɛstɾo,pɾufɨsɔɾ,s,f,"cor,lab"
teacher,46789,maɛstɾo,pɾufɨsɔɾ,ɾ,s,"voi,strid,hi,lo,son"
tearofeye,46838,laɣɾima,lagɾimɐ,ɣ,g,cont
tell,46932,naraɾ,ʁɨlɐtaɾ,n,l,"cont,nas"
tell,46932,naraɾ,ʁɨlɐtaɾ,r,t,"cont,voi,hi,lo,son"
temple,46989,iɣlesja,igɾɐʒɐ,l,ɾ,"hi,lo"
temple,46989,iɣlesja,igɾɐʒɐ,s,ʒ,"voi,ant"
temple,46989,iɣlesja,igɾɐʒɐ,ɣ,g,cont
temple,46989,iɣlesja,tẽplu,j,l,"ant,cor,hi"
temple,46989,iɣlesja,tẽplu,l,t,"cont,voi,son"
temple,46989,iɣlesja,tẽplu,s,p,"cont,cor,lab,strid"
ten,47056,djɛθ,dɛʃ,θ,ʃ,"ant,strid"
tent,47113,toldo,bɐʁakɐ,d,k,"voi,ant,cor,back,hi"
tent,47113,toldo,bɐʁakɐ,l,ʁ,"ant,cor,back,strid,son"
tent,47113,toldo,bɐʁakɐ,t,b,"voi,cor,lab"
testicles,47149,tɛstikulo,tɨʃtikulu,s,ʃ,ant
thatch,47223,paxa,paʎɐ,x,ʎ,"voi,cor,back,son"
thatch,47223,paxa,sɐpɛ,p,s,"cont,cor,lab,strid"
thatch,47223,paxa,sɐpɛ,x,p,"cont,ant,lab,back,hi"
they,47338,eʎas,ɛlɐʃ,s,ʃ,ant
they,47338,eʎas,ɛlɐʃ,ʎ,l,"ant,hi"
they,47338,eʎas,ɛlɨʃ,s,ʃ,ant
they,47338,eʎas,ɛlɨʃ,ʎ,l,"ant,hi"
they,47338,eʎos,ɛlɐʃ,s,ʃ,ant
they,47338,eʎos,ɛlɐʃ,ʎ,l,"ant,hi"
they,47338,eʎos,ɛlɨʃ,s,ʃ,ant
they,47338,eʎos,ɛlɨʃ,ʎ,l,"ant,hi"
thief,47379,laðɾon,lɐdɾɐ̃ũ,ð,d,cont
thinofshapeofobject,47543,dɛlɣaðo,dɛlˠgadu,l,lˠ,hi
thinofshapeofobject,47543,dɛlɣaðo,dɛlˠgadu,ð,d,cont
thinofshapeofobject,47543,dɛlɣaðo,dɛlˠgadu,ɣ,g,cont
third,47622,tɛɾθɛɾo,tɨɾsɐiɾu,θ,s,strid
thousand,47829,mil,milˠ,l,lˠ,hi
thread,47886,ilo,fjɔ,l,j,"ant,cor,hi"
thread,47886,ilo,liɲɐ,l,ɲ,"cont,nas,ant,cor,hi"
threaten,47926,amenaθaɾ,ɐmiɐsaɾ,θ,s,strid
three,47931,tɾes,tɾeʃ,s,ʃ,ant
threetimes,47977,tɾes+βeθes,tɾeʃ+vɛzɨʃ,s,ʃ,ant
threetimes,47977,tɾes+βeθes,tɾeʃ+vɛzɨʃ,s,ʃ,ant
threetimes,47977,tɾes+βeθes,tɾeʃ+vɛzɨʃ,β,v,strid
threetimes,47977,tɾes+βeθes,tɾeʃ+vɛzɨʃ,θ,z,"voi,strid"
thresh,47985,dɛsɣɾanaɾ,dɨbuʎaɾ,n,ʎ,"cont,nas,ant,hi"
thresh,47985,dɛsɣɾanaɾ,dɨbuʎaɾ,ɣ,b,"cont,ant,lab,back,hi"
thresh,47985,tɾiʎaɾ,dɨbuʎaɾ,t,d,voi
thresh,47985,tɾiʎaɾ,dɨbuʎaɾ,ɾ,b,"cont,cor,lab,hi,lo,son"
throat,48036,gaɾɣanta,gɐɾgɐ̃tɐ,ɣ,g,cont
thumb,48161,pulɣaɾ,pulɨgaɾ,ɣ,g,cont
tie,48350,amaraɾ,ɐmɐʁaɾ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
tinortinplate,48493,ɛstaɲo,ʃtɐɲu,s,ʃ,ant
tired,48562,kansaðo,kɐ̃sadu,ð,d,cont
tired,48562,kansaðo,ʃtɐfadu,k,ʃ,"cont,cor,back,strid,hi"
tired,48562,kansaðo,ʃtɐfadu,s,f,"cor,lab"
tired,48562,kansaðo,ʃtɐfadu,ð,d,cont
tobacco,48579,taβako,tɐbaku,β,b,cont
toe,48657,deðo+ðɛl+pje,dɛdu+du+pɛ,ð,d,cont
toe,48657,deðo+ðɛl+pje,dɛdu+du+pɛ,ð,d,cont
tomorrow,48745,maɲana,ɐmɐɲɐ̃,n,ɲ,"ant,cor,hi"
tomorrow,48745,maɲana,ɐmɐɲɐ̃,ɲ,m,"ant,lab,hi"
tongs,48810,tenaθas,pĩsɐ,t,p,"cor,lab"
tongs,48810,tenaθas,pĩsɐ,θ,s,strid
tool,48878,ɛramjenta,fɨʁɐmẽtɐ,m,ʁ,"cont,nas,ant,lab,back,strid,son"
top,48924,θima,kumɨ,θ,k,"cont,ant,cor,back,hi"
treestump,49374,θepa,tɔku,p,k,"ant,lab,back,hi"
treestump,49374,θepa,tɔku,θ,t,cont
trough,49441,batea,gɐmɛlɐ,b,g,"ant,lab,back,hi"
trough,49441,batea,gɐmɛlɐ,t,m,"voi,nas,cor,lab,son"
trousers,49468,kalθones,kalˠsɐʃ,l,lˠ,hi
trousers,49468,kalθones,kalˠsɐʃ,s,ʃ,ant
trousers,49468,kalθones,kalˠsɐʃ,θ,s,strid
trousers,49468,pantalones,kalˠsɐʃ,l,lˠ,hi
trousers,49468,pantalones,kalˠsɐʃ,n,s,"cont,voi,nas,strid,son"
trousers,49468,pantalones,kalˠsɐʃ,p,k,"ant,lab,back,hi"
trousers,49468,pantalones,kalˠsɐʃ,s,ʃ,ant
try,49598,pɾoβaɾ,pɾuvaɾ,β,v,strid
try,49598,pɾoβaɾ,tẽtaɾ,p,t,"cor,lab"
try,49598,pɾoβaɾ,tẽtaɾ,β,t,"cont,voi,cor,lab"
try,49598,tɾataɾ,pɾuvaɾ,t,p,"cor,lab"
try,49598,tɾataɾ,pɾuvaɾ,t,v,"cont,voi,cor,lab,strid"
turnsomething,49769,bolkaɾ,viɾaɾ,b,v,"cont,strid"
turnsomething,49769,bolkaɾ,viɾaɾ,l,ɾ,"hi,lo"
twelve,49844,doθe,dozɨ,θ,z,"voi,strid"
twenty,49887,beinte,vĩtɨ,b,v,"cont,strid"
twice,49910,dos+βeθes,dwaʃ+vɛzɨʃ,s,ʃ,ant
twice,49910,dos+βeθes,dwaʃ+vɛzɨʃ,s,ʃ,ant
twice,49910,dos+βeθes,dwaʃ+vɛzɨʃ,β,v,strid
twice,49910,dos+βeθes,dwaʃ+vɛzɨʃ,θ,z,"voi,strid"
twins,49966,meʎiθo,ʒemiuʃ,m,ʒ,"cont,nas,ant,cor,lab,strid,son"
twins,49966,meʎiθo,ʒemiuʃ,ʎ,m,"cont,nas,ant,cor,lab,hi"
twins,49966,xemelos,ʒemiuʃ,s,ʃ,ant
twins,49966,xemelos,ʒemiuʃ,x,ʒ,"voi,cor,back,strid,hi"
twistaround,49983,toɾθɛɾ,tuɾseɾ,θ,s,strid
two,50006,dos,doiʃ,s,ʃ,ant
understand,50160,entendɛɾ,kõpɾɨẽdeɾ,n,p,"voi,nas,cor,lab,son"
understand,50160,entendɛɾ,kõpɾɨẽdeɾ,t,ɾ,"cont,voi,hi,lo,son"
unripe,50217,bɛɾðe,imɐtuɾu,b,m,"nas,son"
unripe,50217,bɛɾðe,imɐtuɾu,ð,ɾ,"hi,lo,son"
unripe,50217,bɛɾðe,imɐtuɾu,ɾ,t,"cont,voi,hi,lo,son"
unripe,50217,bɛɾðe,vɛɾdɨ,b,v,"cont,strid"
unripe,50217,bɛɾðe,vɛɾdɨ,ð,d,cont
untie,50236,desataɾ,dɨzɐtaɾ,s,z,voi
up,50270,ariβa,sobɾɨ,β,ɾ,"cor,lab,hi,lo,son"
up,50270,enθima,sobɾɨ,m,ɾ,"cont,nas,cor,lab,hi,lo"
up,50270,enθima,sobɾɨ,n,s,"cont,voi,nas,strid,son"
valley,50424,baʎe,valɨ,b,v,"cont,strid"
valley,50424,baʎe,valɨ,ʎ,l,"ant,hi"
vegetables,50459,leɣumbɾes,lɨgumɨʃ,s,ʃ,ant
vegetables,50459,leɣumbɾes,lɨgumɨʃ,ɣ,g,cont
vegetables,50459,leɣumbɾes,vɨɾduɾɐʃ,l,v,"cor,lab,strid,son"
vegetables,50459,leɣumbɾes,vɨɾduɾɐʃ,m,d,"nas,cor,lab,son"
vegetables,50459,leɣumbɾes,vɨɾduɾɐʃ,s,ʃ,ant
vegetables,50459,leɣumbɾes,vɨɾduɾɐʃ,ɣ,ɾ,"ant,cor,back,hi,lo,son"
victory,50532,biktoɾja,vitɔɾiɐ,b,v,"cont,strid"
voice,50682,boθ,vɔʃ,b,v,"cont,strid"
voice,50682,boθ,vɔʃ,θ,ʃ,"ant,strid"
vomit,50713,bomitaɾ,vumitaɾ,b,v,"cont,strid"
vulture,50762,bwitɾe,ɐbutɾɨ,w,b,"cont,ant,back,round,hi,son"
waist,50818,θintuɾa,sĩtuɾɐ,θ,s,strid
walk,50959,kaminaɾ,kɐmiɲaɾ,n,ɲ,"ant,cor,hi"
walkingstick,51020,baston,bɐʃtɐ̃ũ,s,ʃ,ant
walkingstick,51020,boɾðon,bɐʃtɐ̃ũ,ð,t,"cont,voi"
walkingstick,51020,boɾðon,bɐʃtɐ̃ũ,ɾ,ʃ,"voi,ant,strid,hi,lo,son"
wallofhouse,51089,muɾo,pɐɾɛdɨ,m,p,"voi,nas,son"
warm,51211,kaliðo,kalidu,ð,d,cont
wash,51238,laβaɾ,lɐvaɾ,β,v,strid
wasp,51289,aβispa,vɛʃpɐ,s,ʃ,ant
wasp,51289,aβispa,vɛʃpɐ,β,v,strid
water,51336,aɣwa,agwɐ,ɣ,g,cont
waterfall,51372,kaskaða,kɐʃkatɐ,s,ʃ,ant
waterfall,51372,kaskaða,kɐʃkatɐ,ð,t,"cont,voi"
weak,51489,deβil,dɛbilˠ,l,lˠ,hi
weak,51489,deβil,dɛbilˠ,β,b,cont
weapons,51575,aɾmas,aɾmɐʃ,s,ʃ,ant
weave,51644,texɛɾ,tɨseɾ,x,s,"ant,cor,back,strid,hi"
wednesday,51684,mjɛɾkoles,kwɐɾtɐfɐiɾɐ,j,w,"lab,back,round"
wednesday,51684,mjɛɾkoles,kwɐɾtɐfɐiɾɐ,k,t,"ant,cor,back,hi"
wednesday,51684,mjɛɾkoles,kwɐɾtɐfɐiɾɐ,l,f,"voi,cor,lab,strid,son"
wednesday,51684,mjɛɾkoles,kwɐɾtɐfɐiɾɐ,m,k,"voi,nas,ant,lab,back,hi,son"
weexclusive,51755,nosotɾas,nɔʃ,s,ʃ,ant
weexclusive,51755,nosotɾos,nɔʃ,s,ʃ,ant
weigh,51765,pesaɾ,pɨzaɾ,s,z,voi
weinclusive,51786,nosotɾas,nɔʃ,s,ʃ,ant
weinclusive,51786,nosotɾos,nɔʃ,s,ʃ,ant
wet,51893,moxaðo,muʎadu,x,ʎ,"voi,cor,back,son"
wet,51893,moxaðo,muʎadu,ð,d,cont
wet,51893,moxaðo,umidu,x,m,"cont,voi,nas,ant,lab,back,hi,son"
wet,51893,moxaðo,umidu,ð,d,cont
wet,51893,umeðo,muʎadu,m,ʎ,"cont,nas,ant,cor,lab,hi"
wet,51893,umeðo,muʎadu,ð,d,cont
wet,51893,umeðo,umidu,ð,d,cont
whale,51945,baʎena,bɐlɐiɐ,ʎ,l,"ant,hi"
wheat,52004,tɾiɣo,tɾigu,ɣ,g,cont
wheel,52029,rweða,ʁɔdɐ,w,ʁ,"lab,round,strid,hi,son"
wheel,52029,rweða,ʁɔdɐ,ð,d,cont
whirlpool,52164,remolino,ʁɨdɨmoiɲu,l,m,"cont,nas,cor,lab"
whirlpool,52164,remolino,ʁɨdɨmoiɲu,m,d,"nas,cor,lab,son"
whirlpool,52164,remolino,ʁɨdɨmoiɲu,n,ɲ,"ant,cor,hi"
whirlpool,52164,remolino,ʁɨdɨmoiɲu,r,ʁ,"ant,cor,back,strid,hi,lo,son"
whirlpool,52164,remolino,ʁɨmoiɲu,n,ɲ,"ant,cor,hi"
whirlpool,52164,remolino,ʁɨmoiɲu,r,ʁ,"ant,cor,back,strid,hi,lo,son"
whistle,52188,silβaɾ,ɐsubjaɾ,l,b,"cont,cor,lab,son"
whistle,52188,silβaɾ,ɐsubjaɾ,β,j,"ant,lab,hi,son"
whistle,52188,tʃiflaɾ,ɐsubjaɾ,f,b,"cont,voi,strid"
whistle,52188,tʃiflaɾ,ɐsubjaɾ,l,j,"ant,cor,hi"
widow,52443,bjuða,viuvɐ,b,v,"cont,strid"
widow,52443,bjuða,viuvɐ,ð,v,"cor,lab,strid"
widower,52465,bjuðo,viuvu,b,v,"cont,strid"
widower,52465,bjuðo,viuvu,ð,v,"cor,lab,strid"
wind,52579,bjento,vẽtu,b,v,"cont,strid"
window,52616,bentana,ʒɐnɛlɐ,b,ʒ,"cont,ant,cor,lab,strid"
window,52616,bentana,ʒɐnɛlɐ,n,l,"cont,nas"
wine,52666,bino,viɲu,b,v,"cont,strid"
wine,52666,bino,viɲu,n,ɲ,"ant,cor,hi"
witness,52782,tɛstiɣo,tɨʃtɨmuɲɐ,s,ʃ,ant
witness,52782,tɛstiɣo,tɨʃtɨmuɲɐ,ɣ,ɲ,"cont,nas,back,son"
wolf,52815,loβo,lɔbu,β,b,cont
woman,52854,muxɛɾ,muʎeɾ,x,ʎ,"voi,cor,back,son"
womb,52908,bjentɾe,utɨɾu,n,t,"voi,nas,son"
womb,52908,bjentɾe,vẽtɾɨ,b,v,"cont,strid"
womb,52908,matɾiθ,vẽtɾɨ,m,v,"cont,nas,strid,son"
wood,52961,maðɛɾa,mɐdɐiɾɐ,ð,d,cont
word,53057,palaβɾa,pɐlavɾɐ,β,v,strid
worklabour,53120,tɾaβaxaɾ,tɾɐbɐʎaɾ,x,ʎ,"voi,cor,back,son"
worklabour,53120,tɾaβaxaɾ,tɾɐbɐʎaɾ,β,b,cont
worm,53245,lombɾiθ,lõbɾigɐ,b,ɾ,"cont,cor,lab,hi,lo,son"
worm,53245,lombɾiθ,lõbɾigɐ,m,b,"nas,son"
wound,53370,ɛɾiða,fɨɾidɐ,ð,d,cont
wound,53370,ɛɾiða,ʃagɐ,ð,g,"cont,ant,cor,back,hi"
wound,53370,ɛɾiða,ʃagɐ,ɾ,ʃ,"voi,ant,strid,hi,lo,son"
wound,53370,ʎaɣa,fɨɾidɐ,ɣ,d,"cont,ant,cor,back,hi"
wound,53370,ʎaɣa,fɨɾidɐ,ʎ,ɾ,"ant,hi,lo"
wound,53370,ʎaɣa,ʃagɐ,ɣ,g,cont
wound,53370,ʎaɣa,ʃagɐ,ʎ,ʃ,"voi,strid,hi,son"
write,53481,ɛskɾiβiɾ,ʃkɾɨveɾ,s,ʃ,ant
write,53481,ɛskɾiβiɾ,ʃkɾɨveɾ,β,v,strid
wrong,53512,inkorekto,iʁadu,k,ʁ,"cont,voi,strid,hi"
wrong,53512,inkorekto,iʁadu,t,d,voi
yam,53524,ɲame,kɐɾa,m,ɾ,"cont,nas,cor,lab,hi,lo"
yam,53524,ɲame,kɐɾa,ɲ,k,"voi,nas,back,son"
yawn,53554,bosteθaɾ,busɨʒaɾ,θ,ʒ,"voi,ant,strid"
year,53585,aɲo,ɐnu,ɲ,n,"ant,cor,hi"
yellow,53632,amaɾiʎo,ɐmɐɾɛlu,ʎ,l,"ant,hi"
yes,53703,afiɾmatiβo,ɐfiɾmɐtivu,β,v,strid
yolk,53744,ɟʝema,ʒɛmɐ,ʝ,ʒ,"cor,strid,hi"
young,53789,xoβen,nɔvu,x,n,"cont,voi,nas,ant,cor,back,hi,son"
young,53789,xoβen,nɔvu,β,v,strid
young,53789,xoβen,ʒɔvɐ̃ĩ,x,ʒ,"voi,cor,back,strid,hi"
young,53789,xoβen,ʒɔvɐ̃ĩ,β,v,strid
youngersister,53857,ɛɾmana+menoɾ,iɾmɐ̃+maiʒ+nɔvɐ,m,n,"cor,lab"
youngersister,53857,ɛɾmana+menoɾ,iɾmɐ̃+maiʒ+nɔvɐ,n,m,"cor,lab"
youngersister,53857,ɛɾmana+menoɾ,iɾmɐ̃+maiʒ+nɔvɐ,n,v,"cont,nas,cor,lab,strid,son"
younggoatkid,53871,kaβɾito,kɐbɾitu,β,b,cont
